URN,Local Authority name,Establisment name,Easting,Northing,Type of Establishment,Phase of education,NO2 g/m3 mean,Above limit,Parliamentary Constituences,Establishment Status,Close Date
133530,Southwark,The Hospital and Home Tuition Sick Children's Service,532605,176102,Miscellaneous,Not applicable,47.4,Yes,Dulwich and West Norwood,Open,
102619,Kingston upon Thames,Kingston Grammar School,518576,169292,Other Independent School,Not applicable,47.4,Yes,Kingston and Surbiton,Open,
100359,Hammersmith and Fulham,Phoenix High School,522377,180823,Foundation School,Secondary,47.3,Yes,Hammersmith,Closed,8/31/2016
100549,Kensington and Chelsea,Chelsea  Community Hospital  School,526369,177713,Community Special School,Not applicable,47.3,Yes,Chelsea and Fulham,Open,
100134,Greenwich,Invicta Primary School,540412,177493,Community School,Primary,47.3,Yes,Greenwich and Woolwich,Open,
100007,Camden,Camden Primary Pupil Referral Unit,529082,182617,Pupil Referral Unit,Not applicable,47.2,Yes,Holborn and St Pancras,Open,
100623,Lambeth,St Helen's Catholic School,531142,175926,Voluntary Aided School,Primary,47.2,Yes,Vauxhall,Open,
100614,Lambeth,St John the Divine Church of England Primary School,531782,177253,Voluntary Aided School,Primary,47.2,Yes,Camberwell and Peckham,Open,
131773,Islington,Canonbury Primary School,531811,184603,Community School,Primary,47.2,Yes,Islington South and Finsbury,Open,
139973,Islington,Dania School,531392,182437,Other Independent School,Not applicable,47.2,Yes,Islington South and Finsbury,Open,
134735,Hammersmith and Fulham,Chelsea Independent College,525591,177234,Other Independent School,Not applicable,47.1,Yes,Chelsea and Fulham,Open,
137646,Westminster,Quintin Kynaston Academy,526552,183679,Academy Converter,Secondary,47.1,Yes,Westminster North,Open,
136092,Greenwich,Wize Up,541842,174980,Other Independent Special School,Not applicable,47.1,Yes,Eltham,Open,
133553,Barnet,Torah Vodaas,522482,187525,Other Independent School,Not applicable,47.1,Yes,Hendon,Open,
133815,Islington,City University,531738,182693,Higher Education Institutions,Not applicable,47,Yes,Islington South and Finsbury,Open,
100462,Islington,Dallington School,531874,182346,Other Independent School,Not applicable,47,Yes,Islington South and Finsbury,Open,
141133,Tower Hamlets,London Enterprise Academy,534393,181349,Free Schools,Secondary,47,Yes,Bethnal Green and Bow,Open,
134664,Kensington and Chelsea,Notting Hill Preparatory School,524376,181269,Other Independent School,Not applicable,47,Yes,Kensington,Open,
100556,Lambeth,Ashmole Primary School,530994,177580,Community School,Primary,47,Yes,Vauxhall,Open,
101010,Wandsworth,High View Primary School,526899,175236,Community School,Primary,47,Yes,Battersea,Open,
100014,Camden,Fleet Primary School,527677,185424,Community School,Primary,47,Yes,Holborn and St Pancras,Open,
101041,Wandsworth,St Anne's CofE Primary School,525950,174606,Voluntary Aided School,Primary,47,Yes,Battersea,Open,
130408,Hammersmith and Fulham,"Ealing, Hammersmith and West London College",524088,178503,Further Education,16 Plus,47,Yes,Hammersmith,Open,
140213,Kensington and Chelsea,Kensington Primary Academy,524771,178836,Academy Sponsor Led,Primary,46.9,Yes,Kensington,Open,
100968,Tower Hamlets,Mulberry School for Girls,534736,181259,Community School,Secondary,46.9,Yes,Poplar and Limehouse,Open,
101082,Wandsworth,Newton Preparatory School,528870,176969,Other Independent School,Not applicable,46.9,Yes,Battersea,Open,
100334,Hammersmith and Fulham,Melcombe Primary School,523607,177859,Community School,Primary,46.9,Yes,Hammersmith,Open,
101158,Westminster,Francis Holland School,527724,182244,Other Independent School,Not applicable,46.8,Yes,Cities of London and Westminster,Open,
134864,Kensington and Chelsea,Ravenstone Preparatory School,526379,179197,Other Independent School,Not applicable,46.8,Yes,Kensington,Open,
100406,Islington,Grafton Primary School,530483,186145,Community School,Primary,46.8,Yes,Islington North,Open,
100486,Kensington and Chelsea,Park Walk Primary School,526612,177707,Community School,Primary,46.8,Yes,Chelsea and Fulham,Open,
101175,Wandsworth,Centre Academy London,526882,175144,Other Independent Special School,Not applicable,46.8,Yes,Battersea,Open,
133877,Lewisham,"Goldsmiths College, University of London",536540,176850,Higher Education Institutions,Not applicable,46.7,Yes,"Lewisham, Deptford",Open,
100284,Hackney,The Urswick School - A Church of England Secondary School,535046,184634,Voluntary Aided School,Secondary,46.7,Yes,Hackney South and Shoreditch,Open,
133486,Hounslow,The William Hogarth Primary School,521192,178039,Community School,Primary,46.7,Yes,Brentford and Isleworth,Open,
135676,Westminster,Pimlico Academy,529431,178226,Academy Sponsor Led,Secondary,46.6,Yes,Cities of London and Westminster,Open,
139898,Westminster,Pimlico Primary,529431,178226,Free Schools,Primary,46.6,Yes,Cities of London and Westminster,Open,
130439,Haringey,"The College of Haringey, Enfield and North East London",533641,189244,Further Education,16 Plus,46.6,Yes,Tottenham,Open,
101129,Westminster,St Gabriel's CofE Primary School,529064,178013,Voluntary Aided School,Primary,46.6,Yes,Cities of London and Westminster,Open,
100884,Tower Hamlets,Columbia Market Nursery School,533684,182811,LA Nursery School,Nursery,46.6,Yes,Bethnal Green and Bow,Open,
100829,Southwark,St James' Church of England Primary School,534223,179425,Voluntary Aided School,Primary,46.6,Yes,Bermondsey and Old Southwark,Open,
136057,Kensington and Chelsea,Chepstow House School,524423,181371,Other Independent School,Not applicable,46.5,Yes,Kensington,Open,
100068,Camden,North Bridge House School,526368,184811,Other Independent School,Not applicable,46.5,Yes,Hampstead and Kilburn,Open,
101397,Barnet,Mapledown School,523487,187609,Community Special School,Not applicable,46.5,Yes,Finchley and Golders Green,Open,
140225,Kensington and Chelsea,Epic Learning,524638,181762,Other Independent School,Not applicable,46.4,Yes,Kensington,Open,
100040,Camden,St George the Martyr Church of England Primary School,530763,182065,Voluntary Aided School,Primary,46.4,Yes,Holborn and St Pancras,Open,
141516,Hackney,The Boxing Academy,534862,184607,Other Independent School,Not applicable,46.4,Yes,Hackney South and Shoreditch,Open,
100331,Hammersmith and Fulham,Kenmont Primary School,522501,182898,Community School,Primary,46.4,Yes,Hammersmith,Open,
139216,Tower Hamlets,East London Islamic School,534361,181404,Other Independent School,Not applicable,46.3,Yes,Bethnal Green and Bow,Closed,2/29/2016
100447,Islington,St Peter and St Paul RC Primary School,531847,182367,Voluntary Aided School,Primary,46.3,Yes,Islington South and Finsbury,Open,
101115,Westminster,George Eliot Primary School,526535,183794,Community School,Primary,46.3,Yes,Westminster North,Open,
139221,Tower Hamlets,Date Palm Primary School,535238,181937,Other Independent School,Not applicable,46.3,Yes,Bethnal Green and Bow,Open,
100839,Southwark,St Peter's Church of England Primary School,532484,178081,Voluntary Aided School,Primary,46.2,Yes,Camberwell and Peckham,Open,
100887,Tower Hamlets,Alice Model Nursery School,535617,182047,LA Nursery School,Nursery,46.2,Yes,Bethnal Green and Bow,Open,
134145,Wandsworth,Rainbow School for Children with Autism,526685,174879,Other Independent Special School,Not applicable,46.2,Yes,Battersea,Open,
102032,Hackney,St John and St James CofE Primary School,535310,185044,Voluntary Aided School,Primary,46.2,Yes,Edmonton,Open,
135242,Westminster,King Solomon Academy,527124,181914,Academy Sponsor Led,All Through,46.1,Yes,Westminster North,Open,
100415,Islington,Moreland Primary School,531942,182766,Community School,Primary,46.1,Yes,Islington South and Finsbury,Open,
100640,Lambeth,Archbishop Tenison's School,530917,177632,Voluntary Aided School,Secondary,46.1,Yes,Vauxhall,Open,
100169,Barnet,St Joseph's Catholic Primary School,522624,189086,Voluntary Aided School,Primary,46.1,Yes,Greenwich and Woolwich,Open,
101077,Wandsworth,The Dominie School Limited,528056,176680,Other Independent Special School,Not applicable,46,Yes,Battersea,Open,
141164,Camden,Wac Arts College,527216,185161,Free Schools - Alternative Provision,Not applicable,46,Yes,Hampstead and Kilburn,Open,
100774,Southwark,Albion Primary School,535335,179689,Community School,Primary,46,Yes,Bermondsey and Old Southwark,Open,
100609,Lambeth,Archbishop Sumner Church of England Primary School,531312,178655,Voluntary Aided School,Primary,45.9,Yes,Vauxhall,Open,
133434,Kensington and Chelsea,Hawkesdown House,525269,180237,Other Independent School,Not applicable,45.9,Yes,Kensington,Open,
101024,Wandsworth,West Hill Primary School,525241,174576,Community School,Primary,45.9,Yes,Putney,Open,
133307,Tower Hamlets,Mazahirul Uloom London School,535764,182196,Other Independent School,Not applicable,45.9,Yes,Bethnal Green and Bow,Open,
138270,Southwark,Harris Primary Free School Peckham,533824,176735,Free Schools,Primary,45.9,Yes,Camberwell and Peckham,Open,
100039,Camden,St Dominic Catholic Primary School,527842,185252,Voluntary Aided School,Primary,45.9,Yes,Holborn and St Pancras,Open,
131095,Richmond upon Thames,Richmond Adult Community College,518005,175296,Further Education,16 Plus,45.9,Yes,Richmond Park,Open,
100879,Southwark,Beormund Primary School,532777,179711,Community Special School,Not applicable,45.8,Yes,Bermondsey and Old Southwark,Open,
100457,Islington,Elizabeth Garrett Anderson School,531007,183248,Community School,Secondary,45.8,Yes,Islington South and Finsbury,Open,
133859,Camden,The Royal Veterinary College,529548,183646,Higher Education Institutions,Not applicable,45.8,Yes,Holborn and St Pancras,Open,
101132,Westminster,St James & St John Church of England Primary School,526422,180910,Voluntary Aided School,Primary,45.7,Yes,Westminster North,Open,
100401,Islington,Copenhagen Primary School,530584,183537,Community School,Primary,45.7,Yes,Islington South and Finsbury,Open,
101139,Westminster,St Peter's CofE School,525183,182121,Voluntary Aided School,Primary,45.7,Yes,Westminster North,Open,
133813,Tower Hamlets,Queen Mary and Westfield College,536016,182267,Higher Education Institutions,Not applicable,45.7,Yes,Bethnal Green and Bow,Open,
100006,Camden,CCfL Key Stage 4 PRU,527663,185479,Pupil Referral Unit,Not applicable,45.6,Yes,Holborn and St Pancras,Open,
100353,Hammersmith and Fulham,St Stephen's CofE Primary School,523106,180001,Voluntary Aided School,Primary,45.6,Yes,Hammersmith,Open,
100051,Camden,Regent High School,529555,183356,Community School,Secondary,45.5,Yes,Holborn and St Pancras,Open,
140966,Lambeth,Trinity Academy,530745,174734,Free Schools,Secondary,45.5,Yes,Streatham,Open,
100090,Kensington and Chelsea,Southbank International School,525102,180625,Other Independent School,Not applicable,45.5,Yes,Hampstead and Kilburn,Open,
137802,Ealing,La Chouette School,518078,180855,Other Independent School,Not applicable,45.4,Yes,Ealing Central and Acton,Open,
141017,Enfield,Meridian Angel Primary School,534829,192168,Free Schools,Primary,45.4,Yes,Edmonton,Open,
100436,Islington,Clerkenwell Parochial CofE Primary School,531189,182756,Voluntary Aided School,Primary,45.3,Yes,Islington South and Finsbury,Open,
131737,Tower Hamlets,Harry Gosling Primary School,534299,181195,Community School,Primary,45.3,Yes,Bethnal Green and Bow,Open,
139418,Islington,St Mary Magdalene Academy: the Courtyard,531371,184941,Free Schools Special,Not applicable,45.3,Yes,Islington South and Finsbury,Open,
102144,Haringey,St Ignatius RC Primary School,533578,188225,Voluntary Aided School,Primary,45.3,Yes,Tottenham,Open,
131244,Haringey,Excel Preparatory School,531155,176437,Other Independent School,Not applicable,45.2,Yes,Vauxhall,Closed,12/4/2015
100552,Lambeth,Ethelred Nursery School and Children's Centre,531166,178580,LA Nursery School,Nursery,45.2,Yes,Vauxhall,Open,
100060,Camden,Children's Hospital School at Gt Ormond Street and UCH,530533,182041,Foundation Special School,Not applicable,45.2,Yes,Holborn and St Pancras,Open,
100434,Islington,Prior Weston Primary School and Children's Centre,532376,182029,Community School,Primary,45.2,Yes,Islington South and Finsbury,Open,
130932,Hackney,William Patten Primary School,533537,186525,Community School,Primary,45.2,Yes,Hackney North and Stoke Newington,Open,
140050,Westminster,Gateway Academy,526953,182355,Academy Converter,Primary,45.2,Yes,Westminster North,Open,
142112,Hackney,Hackney New Primary School,533434,183966,Free Schools,Primary,45.2,Yes,Hackney South and Shoreditch,Open,
100591,Lambeth,Wyvil Primary School and Centre for Children With Speech and Language Impairment,530264,177481,Foundation School,Primary,45.2,Yes,Vauxhall,Open,
100520,Kensington and Chelsea,Falkner House,526362,178482,Other Independent School,Not applicable,45.2,Yes,Kensington,Open,
100129,Greenwich,Haimo Primary School,541948,174911,Community School,Primary,45.2,Yes,Eltham,Open,
100378,Hammersmith and Fulham,Queensmill School,522062,180146,Community Special School,Not applicable,45.2,Yes,Hammersmith,Open,
139595,Hackney,Hackney New School,533414,183960,Free Schools,Secondary,45.1,Yes,Hackney South and Shoreditch,Open,
100446,Islington,St Mary's CofE Primary School,531845,184012,Voluntary Aided School,Primary,45.1,Yes,Islington South and Finsbury,Open,
100443,Islington,St Luke's CofE Primary School,532463,182576,Voluntary Aided School,Primary,45.1,Yes,Islington South and Finsbury,Open,
100443,Westminster,St Luke's CofE Primary School,524741,183012,Voluntary Aided School,Primary,45.1,Yes,Islington South and Finsbury,Open,
100221,Hackney,Colvestone Primary School,533631,185118,Community School,Primary,45.1,Yes,Hackney North and Stoke Newington,Open,
134812,Lambeth,Ecole Du Parc,528463,175646,Other Independent School,Not applicable,45.1,Yes,Battersea,Open,
100485,Kensington and Chelsea,Oxford Gardens Primary School,523676,181272,Community School,Primary,45.1,Yes,Kensington,Open,
100370,Hammersmith and Fulham,Latymer Upper School,522457,178593,Other Independent School,Not applicable,45.1,Yes,Hammersmith,Open,
100825,Southwark,St James the Great Roman Catholic Primary School,533921,176804,Voluntary Aided School,Primary,45.1,Yes,Camberwell and Peckham,Open,
100691,Lewisham,Kender Primary School,535468,176916,Community School,Primary,45.1,Yes,"Lewisham, Deptford",Open,
137505,Hackney,Beis Ruchel D'Satmar London,533613,187732,Other Independent School,Not applicable,45.1,Yes,Hackney North and Stoke Newington,Open,
131261,Barnet,Ayesha Community School,522147,187851,Other Independent School,Not applicable,45.1,Yes,Hendon,Open,
